,source,target,edge
18898,methylphenidate,7485.0,has_gene
18899,methylphenidate,9.0,has_gene
18900,methylphenidate,5243.0,has_gene
18901,methylphenidate,6530.0,has_gene
18902,methylphenidate,10520.0,has_gene
18903,methylphenidate,26168.0,has_gene
18904,methylphenidate,2110.0,has_gene
18905,methylphenidate,94134.0,has_gene
18906,methylphenidate,5617.0,has_gene
18907,methylphenidate,6531.0,has_gene
18908,methylphenidate,410.0,has_gene
18909,methylphenidate,10840.0,has_gene
18910,methylphenidate,64283.0,has_gene
18911,methylphenidate,55625.0,has_gene
18912,methylphenidate,1565.0,has_gene
18913,methylphenidate,6531.0,has_gene
18914,methylphenidate,91612.0,has_gene
18915,methylphenidate,84727.0,has_gene
18916,methylphenidate,23284.0,has_gene
18917,methylphenidate,6532.0,has_gene
18918,methylphenidate,6531.0,has_gene
18919,methylphenidate,2904.0,has_gene
18920,methylphenidate,6532.0,has_gene
18921,methylphenidate,8836.0,has_gene
18922,methylphenidate,6531.0,has_gene
18923,methylphenidate,147929.0,has_gene
18924,methylphenidate,6531.0,has_gene
18925,methylphenidate,5813.0,has_gene
18926,methylphenidate,6530.0,has_gene
18927,methylphenidate,57488.0,has_gene
18928,methylphenidate,7693.0,has_gene
18929,methylphenidate,1066.0,has_gene
18930,methylphenidate,4781.0,has_gene
18931,methylphenidate,1814.0,has_gene
18932,methylphenidate,4978.0,has_gene
18933,clonazepam,2554.0,has_gene
18934,clonazepam,200959.0,has_gene
18935,clonazepam,2555.0,has_gene
18936,clonazepam,2561.0,has_gene
18937,clonazepam,2559.0,has_gene
18938,clonazepam,2567.0,has_gene
18939,clonazepam,1544.0,has_gene
18940,clonazepam,2556.0,has_gene
18941,clonazepam,2557.0,has_gene
18942,clonazepam,2557.0,has_gene
18943,clonazepam,2566.0,has_gene
18944,clonazepam,2565.0,has_gene
18945,clonazepam,2564.0,has_gene
18946,clonazepam,2568.0,has_gene
18947,clonazepam,2567.0,has_gene
18948,clonazepam,2563.0,has_gene
18949,clonazepam,55879.0,has_gene
18950,clonazepam,2569.0,has_gene
18951,clonazepam,2561.0,has_gene
18952,clonazepam,2563.0,has_gene
18953,clonazepam,2555.0,has_gene
18954,clonazepam,2554.0,has_gene
18955,clonazepam,2565.0,has_gene
18956,clonazepam,2560.0,has_gene
18957,clonazepam,2568.0,has_gene
18958,clonazepam,2555.0,has_gene
18959,clonazepam,2556.0,has_gene
18960,clonazepam,2558.0,has_gene
18961,clonazepam,55879.0,has_gene
18962,clonazepam,200959.0,has_gene
18963,clonazepam,2562.0,has_gene
18964,clonazepam,2562.0,has_gene
18965,clonazepam,2554.0,has_gene
18966,clonazepam,1576.0,has_gene
18967,clonazepam,2561.0,has_gene
18968,clonazepam,55879.0,has_gene
18969,clonazepam,2555.0,has_gene
18970,clonazepam,2558.0,has_gene
18971,clonazepam,2554.0,has_gene
18972,clonazepam,2557.0,has_gene
18973,clonazepam,2563.0,has_gene
18974,clonazepam,2560.0,has_gene
18975,clonazepam,2556.0,has_gene
18976,clonazepam,2564.0,has_gene
18977,clonazepam,2570.0,has_gene
18978,clonazepam,2569.0,has_gene
18979,clonazepam,2558.0,has_gene
18980,clonazepam,2556.0,has_gene
18981,clonazepam,2570.0,has_gene
18982,clonazepam,2562.0,has_gene
18983,clonazepam,2567.0,has_gene
18984,clonazepam,2559.0,has_gene
18985,clonazepam,2560.0,has_gene
18986,clonazepam,2568.0,has_gene
18987,clonazepam,2560.0,has_gene
18988,clonazepam,2564.0,has_gene
18989,clonazepam,10.0,has_gene
18990,clonazepam,706.0,has_gene
18991,clonazepam,2566.0,has_gene
18992,methamphetamine,1814.0,has_gene
18993,methamphetamine,4128.0,has_gene
18994,methamphetamine,4129.0,has_gene
18995,methamphetamine,134864.0,has_gene
18996,methamphetamine,84062.0,has_gene
18997,methamphetamine,2902.0,has_gene
18998,methamphetamine,6532.0,has_gene
18999,methamphetamine,627.0,has_gene
19000,methamphetamine,1813.0,has_gene
19001,methamphetamine,9463.0,has_gene
19002,methamphetamine,152.0,has_gene
19003,methamphetamine,3350.0,has_gene
19004,methamphetamine,267012.0,has_gene
19005,methamphetamine,148.0,has_gene
19006,methamphetamine,2099.0,has_gene
19007,methamphetamine,6530.0,has_gene
19008,methamphetamine,6571.0,has_gene
19009,methamphetamine,4988.0,has_gene
19010,methamphetamine,2166.0,has_gene
19011,methamphetamine,151.0,has_gene
19012,methamphetamine,6531.0,has_gene
19013,methamphetamine,147.0,has_gene
19014,methamphetamine,409.0,has_gene
19015,methamphetamine,6570.0,has_gene
19016,methamphetamine,147.0,has_gene
19017,methamphetamine,150.0,has_gene
19018,methamphetamine,56899.0,has_gene
19019,paliperidone,2066.0,has_gene
19020,paliperidone,1813.0,has_gene
19021,paliperidone,4160.0,has_gene
19022,paliperidone,3356.0,has_gene
19023,paliperidone,1813.0,has_gene
19024,paliperidone,3356.0,has_gene
19025,paliperidone,1565.0,has_gene
19026,paliperidone,10919.0,has_gene
19027,paliperidone,3356.0,has_gene
19028,paliperidone,9135.0,has_gene
19029,paliperidone,1812.0,has_gene
19030,paliperidone,25970.0,has_gene
19031,paliperidone,1813.0,has_gene
19032,paliperidone,1565.0,has_gene
19033,tamsulosin,147.0,has_gene
19034,tamsulosin,1565.0,has_gene
19035,tamsulosin,1565.0,has_gene
19036,tamsulosin,148.0,has_gene
19037,tamsulosin,147.0,has_gene
19038,tamsulosin,146.0,has_gene
19039,tamsulosin,146.0,has_gene
19040,tamsulosin,148.0,has_gene
19041,tamsulosin,1576.0,has_gene
19042,tamsulosin,146.0,has_gene
19043,tamsulosin,148.0,has_gene
19044,tamsulosin,1577.0,has_gene
19045,tamsulosin,147.0,has_gene
19046,tamsulosin,148.0,has_gene
19047,dacarbazine,1543.0,has_gene
19048,dacarbazine,5328.0,has_gene
19049,dacarbazine,1559.0,has_gene
19050,dacarbazine,1576.0,has_gene
19051,dacarbazine,4255.0,has_gene
19052,dacarbazine,132.0,has_gene
19053,dacarbazine,23649.0,has_gene
19054,dacarbazine,1544.0,has_gene
19055,dacarbazine,3576.0,has_gene
19056,dacarbazine,23649.0,has_gene
19057,dacarbazine,1544.0,has_gene
19058,dacarbazine,581.0,has_gene
19059,dacarbazine,2944.0,has_gene
19060,dacarbazine,1565.0,has_gene
19061,dacarbazine,1557.0,has_gene
19062,capsaicin,627.0,has_gene
19063,capsaicin,7442.0,has_gene
19064,capsaicin,216.0,has_gene
19065,capsaicin,7442.0,has_gene
19066,capsaicin,1080.0,has_gene
19067,capsaicin,1544.0,has_gene
19068,capsaicin,6447.0,has_gene
19069,capsaicin,7442.0,has_gene
19070,capsaicin,4780.0,has_gene
19071,capsaicin,1576.0,has_gene
19072,capsaicin,4908.0,has_gene
19073,capsaicin,2057.0,has_gene
19074,capsaicin,7442.0,has_gene
19075,capsaicin,5111.0,has_gene
19076,capsaicin,10535.0,has_gene
19077,capsaicin,3976.0,has_gene
19078,capsaicin,4907.0,has_gene
19079,capsaicin,7442.0,has_gene
19080,capsaicin,4780.0,has_gene
19081,capsaicin,2670.0,has_gene
19082,capsaicin,5243.0,has_gene
19083,ticrynafen,1565.0,has_gene
19084,ticrynafen,1576.0,has_gene
19085,ticrynafen,1544.0,has_gene
19086,meprobamate,2556.0,has_gene
19087,meprobamate,2554.0,has_gene
19088,meprobamate,2559.0,has_gene
19089,meprobamate,2564.0,has_gene
19090,meprobamate,2554.0,has_gene
19091,meprobamate,55879.0,has_gene
19092,meprobamate,2554.0,has_gene
19093,meprobamate,2557.0,has_gene
19094,meprobamate,2567.0,has_gene
19095,meprobamate,2555.0,has_gene
19096,meprobamate,2558.0,has_gene
19097,meprobamate,2558.0,has_gene
19098,meprobamate,2565.0,has_gene
19099,meprobamate,64146.0,has_gene
19100,meprobamate,2560.0,has_gene
19101,meprobamate,2557.0,has_gene
19102,meprobamate,2558.0,has_gene
19103,meprobamate,2554.0,has_gene
19104,meprobamate,2561.0,has_gene
19105,meprobamate,2555.0,has_gene
19106,meprobamate,2568.0,has_gene
19107,meprobamate,2556.0,has_gene
19108,meprobamate,2559.0,has_gene
19109,meprobamate,2559.0,has_gene
19110,meprobamate,2566.0,has_gene
19111,meprobamate,2562.0,has_gene
19112,meprobamate,5581.0,has_gene
19113,meprobamate,2556.0,has_gene
19114,meprobamate,2555.0,has_gene
19115,meprobamate,2557.0,has_gene
19116,meprobamate,2563.0,has_gene
19117,cyclophosphamide,3458.0,has_gene
19118,cyclophosphamide,10.0,has_gene
19119,cyclophosphamide,26354.0,has_gene
19120,cyclophosphamide,5296.0,has_gene
19121,cyclophosphamide,7157.0,has_gene
19122,cyclophosphamide,6648.0,has_gene
19123,cyclophosphamide,672.0,has_gene
19124,cyclophosphamide,4613.0,has_gene
19125,cyclophosphamide,4914.0,has_gene
19126,cyclophosphamide,355.0,has_gene
19127,cyclophosphamide,218.0,has_gene
19128,cyclophosphamide,80339.0,has_gene
19129,cyclophosphamide,126.0,has_gene
19130,cyclophosphamide,1491.0,has_gene
19131,cyclophosphamide,2064.0,has_gene
19132,cyclophosphamide,5528.0,has_gene
19133,cyclophosphamide,29102.0,has_gene
19134,cyclophosphamide,10919.0,has_gene
19135,cyclophosphamide,7132.0,has_gene
19136,cyclophosphamide,2950.0,has_gene
19137,cyclophosphamide,4595.0,has_gene
19138,cyclophosphamide,238.0,has_gene
19139,cyclophosphamide,675.0,has_gene
19140,cyclophosphamide,5595.0,has_gene
19141,cyclophosphamide,1545.0,has_gene
19142,cyclophosphamide,2944.0,has_gene
19143,cyclophosphamide,2308.0,has_gene
19144,cyclophosphamide,1576.0,has_gene
19145,cyclophosphamide,2264.0,has_gene
19146,cyclophosphamide,10919.0,has_gene
19147,cyclophosphamide,1559.0,has_gene
19148,cyclophosphamide,3689.0,has_gene
19149,cyclophosphamide,64065.0,has_gene
19150,cyclophosphamide,85413.0,has_gene
19151,cyclophosphamide,10.0,has_gene
19152,cyclophosphamide,1555.0,has_gene
19153,cyclophosphamide,1557.0,has_gene
19154,cyclophosphamide,10599.0,has_gene
19155,cyclophosphamide,7157.0,has_gene
19156,cyclophosphamide,655.0,has_gene
19157,cyclophosphamide,3980.0,has_gene
19158,cyclophosphamide,8856.0,has_gene
19159,cyclophosphamide,1576.0,has_gene
19160,cyclophosphamide,874.0,has_gene
19161,cyclophosphamide,472.0,has_gene
19162,cyclophosphamide,9429.0,has_gene
19163,cyclophosphamide,216.0,has_gene
19164,cyclophosphamide,1548.0,has_gene
19165,cyclophosphamide,3683.0,has_gene
19166,cyclophosphamide,3567.0,has_gene
19167,cyclophosphamide,4908.0,has_gene
19168,cyclophosphamide,2067.0,has_gene
19169,cyclophosphamide,8812.0,has_gene
19170,cyclophosphamide,7172.0,has_gene
19171,cyclophosphamide,9978.0,has_gene
19172,cyclophosphamide,2938.0,has_gene
19173,cyclophosphamide,60.0,has_gene
19174,cyclophosphamide,1544.0,has_gene
19175,cyclophosphamide,1244.0,has_gene
19176,cyclophosphamide,10257.0,has_gene
19177,cyclophosphamide,3643.0,has_gene
19178,cyclophosphamide,5893.0,has_gene
19179,cyclophosphamide,2625.0,has_gene
19180,cyclophosphamide,873.0,has_gene
19181,cyclophosphamide,2950.0,has_gene
19182,cyclophosphamide,1559.0,has_gene
19183,cyclophosphamide,2052.0,has_gene
19184,cyclophosphamide,1588.0,has_gene
19185,cyclophosphamide,8714.0,has_gene
19186,cyclophosphamide,7515.0,has_gene
19187,cyclophosphamide,1565.0,has_gene
19188,cyclophosphamide,6387.0,has_gene
19189,cyclophosphamide,581.0,has_gene
19190,cyclophosphamide,55816.0,has_gene
19191,cyclophosphamide,4835.0,has_gene
19192,cyclophosphamide,3667.0,has_gene
19193,cyclophosphamide,4846.0,has_gene
19194,cyclophosphamide,10951.0,has_gene
19195,cyclophosphamide,63970.0,has_gene
19196,cyclophosphamide,4842.0,has_gene
19197,cyclophosphamide,1499.0,has_gene
19198,cyclophosphamide,7150.0,has_gene
19199,cyclophosphamide,1555.0,has_gene
19200,cyclophosphamide,552859.0,has_gene
19201,cyclophosphamide,3161.0,has_gene
19202,cyclophosphamide,1571.0,has_gene
19203,olanzapine,887.0,has_gene
19204,olanzapine,1813.0,has_gene
19205,olanzapine,1813.0,has_gene
19206,olanzapine,4524.0,has_gene
19207,olanzapine,2696.0,has_gene
19208,olanzapine,3354.0,has_gene
19209,olanzapine,3362.0,has_gene
19210,olanzapine,3358.0,has_gene
19211,olanzapine,1812.0,has_gene
19212,olanzapine,1543.0,has_gene
19213,olanzapine,152.0,has_gene
19214,olanzapine,151.0,has_gene
19215,olanzapine,3350.0,has_gene
19216,olanzapine,148.0,has_gene
19217,olanzapine,1815.0,has_gene
19218,olanzapine,1133.0,has_gene
19219,olanzapine,7957.0,has_gene
19220,olanzapine,5367.0,has_gene
19221,olanzapine,3363.0,has_gene
19222,olanzapine,1812.0,has_gene
19223,olanzapine,1129.0,has_gene
19224,olanzapine,25970.0,has_gene
19225,olanzapine,3354.0,has_gene
19226,olanzapine,147.0,has_gene
19227,olanzapine,1129.0,has_gene
19228,olanzapine,1577.0,has_gene
19229,olanzapine,477.0,has_gene
19230,olanzapine,147.0,has_gene
19231,olanzapine,627.0,has_gene
19232,olanzapine,4160.0,has_gene
19233,olanzapine,1815.0,has_gene
19234,olanzapine,255239.0,has_gene
19235,olanzapine,339745.0,has_gene
19236,olanzapine,1813.0,has_gene
19237,olanzapine,3269.0,has_gene
19238,olanzapine,1131.0,has_gene
19239,olanzapine,2548.0,has_gene
19240,olanzapine,1816.0,has_gene
19241,olanzapine,3356.0,has_gene
19242,olanzapine,2326.0,has_gene
19243,olanzapine,1131.0,has_gene
19244,olanzapine,440275.0,has_gene
19245,olanzapine,3352.0,has_gene
19246,olanzapine,150.0,has_gene
19247,olanzapine,3552.0,has_gene
19248,olanzapine,1559.0,has_gene
19249,olanzapine,1814.0,has_gene
19250,olanzapine,3352.0,has_gene
19251,olanzapine,1814.0,has_gene
19252,olanzapine,2947.0,has_gene
19253,olanzapine,7172.0,has_gene
19254,olanzapine,3358.0,has_gene
19255,olanzapine,3351.0,has_gene
19256,olanzapine,1312.0,has_gene
19257,olanzapine,9135.0,has_gene
19258,olanzapine,3355.0,has_gene
19259,olanzapine,155.0,has_gene
19260,olanzapine,1813.0,has_gene
19261,olanzapine,1103.0,has_gene
19262,olanzapine,3358.0,has_gene
19263,olanzapine,3356.0,has_gene
19264,olanzapine,3356.0,has_gene
19265,olanzapine,3356.0,has_gene
19266,olanzapine,5999.0,has_gene
19267,olanzapine,64816.0,has_gene
19268,olanzapine,1132.0,has_gene
19269,olanzapine,1814.0,has_gene
19270,olanzapine,3269.0,has_gene
19271,olanzapine,3362.0,has_gene
19272,olanzapine,3359.0,has_gene
19273,olanzapine,2740.0,has_gene
19274,olanzapine,2641.0,has_gene
19275,olanzapine,5468.0,has_gene
19276,olanzapine,1576.0,has_gene
19277,olanzapine,6532.0,has_gene
19278,olanzapine,3350.0,has_gene
19279,olanzapine,22987.0,has_gene
19280,olanzapine,2328.0,has_gene
19281,olanzapine,1268.0,has_gene
19282,olanzapine,54658.0,has_gene
19283,olanzapine,1128.0,has_gene
19284,olanzapine,196.0,has_gene
19285,olanzapine,1815.0,has_gene
19286,olanzapine,2784.0,has_gene
19287,olanzapine,1128.0,has_gene
19288,olanzapine,3350.0,has_gene
19289,olanzapine,3356.0,has_gene
19290,olanzapine,2166.0,has_gene
19291,olanzapine,1132.0,has_gene
19292,olanzapine,23216.0,has_gene
19293,olanzapine,1813.0,has_gene
19294,olanzapine,1133.0,has_gene
19295,olanzapine,2671.0,has_gene
19296,olanzapine,3269.0,has_gene
19297,olanzapine,3358.0,has_gene
19298,olanzapine,3363.0,has_gene
19299,olanzapine,5243.0,has_gene
19300,olanzapine,3358.0,has_gene
19301,olanzapine,3952.0,has_gene
19302,olanzapine,1814.0,has_gene
19303,olanzapine,1813.0,has_gene
19304,olanzapine,3351.0,has_gene
19305,fluvoxamine,1312.0,has_gene
19306,fluvoxamine,10280.0,has_gene
19307,fluvoxamine,1576.0,has_gene
19308,fluvoxamine,1565.0,has_gene
19309,fluvoxamine,6532.0,has_gene
19310,fluvoxamine,2247.0,has_gene
19311,fluvoxamine,1559.0,has_gene
19312,fluvoxamine,1544.0,has_gene
19313,fluvoxamine,6532.0,has_gene
19314,fluvoxamine,161357.0,has_gene
19315,fluvoxamine,3350.0,has_gene
19316,fluvoxamine,3356.0,has_gene
19317,fluvoxamine,5243.0,has_gene
19318,fluvoxamine,6532.0,has_gene
19319,fluvoxamine,1557.0,has_gene
19320,thioguanine,5631.0,has_gene
19321,thioguanine,22978.0,has_gene
19322,thioguanine,10919.0,has_gene
19323,thioguanine,43.0,has_gene
19324,thioguanine,3248.0,has_gene
19325,thioguanine,9682.0,has_gene
19326,thioguanine,2625.0,has_gene
19327,thioguanine,9.0,has_gene
19328,thioguanine,3043.0,has_gene
19329,thioguanine,4609.0,has_gene
19330,thioguanine,55270.0,has_gene
19331,thioguanine,7849.0,has_gene
19332,thioguanine,7172.0,has_gene
19333,thioguanine,4255.0,has_gene
19334,thioguanine,655.0,has_gene
19335,thioguanine,4780.0,has_gene
19336,thioguanine,8836.0,has_gene
19337,thioguanine,3615.0,has_gene
19338,thioguanine,10257.0,has_gene
19339,thioguanine,3614.0,has_gene
19340,thioguanine,367.0,has_gene
19341,thioguanine,552859.0,has_gene
19342,thioguanine,55270.0,has_gene
19343,thioguanine,55270.0,has_gene
19344,thioguanine,7170.0,has_gene
19345,thioguanine,55816.0,has_gene
19346,thioguanine,9615.0,has_gene
19347,thioguanine,3615.0,has_gene
19348,thioguanine,3614.0,has_gene
19349,thioguanine,3417.0,has_gene
19350,nesiritide,4881.0,has_gene
19351,nesiritide,4882.0,has_gene
19352,nesiritide,4882.0,has_gene
19353,nesiritide,4881.0,has_gene
19354,nesiritide,4881.0,has_gene
19355,nesiritide,4881.0,has_gene
19356,nesiritide,4883.0,has_gene
19357,nesiritide,4883.0,has_gene
19358,acebutolol,153.0,has_gene
19359,acebutolol,153.0,has_gene
19360,acebutolol,153.0,has_gene
19361,acebutolol,153.0,has_gene
19362,acebutolol,153.0,has_gene
19363,acebutolol,153.0,has_gene
19364,acebutolol,7038.0,has_gene
19365,metformin,11132.0,has_gene
19366,metformin,472.0,has_gene
19367,metformin,269.0,has_gene
19368,metformin,160140.0,has_gene
19369,metformin,5564.0,has_gene
19370,metformin,6580.0,has_gene
19371,metformin,5728.0,has_gene
19372,metformin,2475.0,has_gene
19373,metformin,5563.0,has_gene
19374,metformin,5564.0,has_gene
19375,metformin,51422.0,has_gene
19376,metformin,3417.0,has_gene
19377,metformin,5563.0,has_gene
19378,metformin,222962.0,has_gene
19379,metformin,6794.0,has_gene
19380,metformin,32.0,has_gene
19381,metformin,6582.0,has_gene
19382,metformin,55244.0,has_gene
19383,metformin,5571.0,has_gene
19384,metformin,146802.0,has_gene
19385,metformin,55244.0,has_gene
19386,metformin,2330.0,has_gene
19387,metformin,5562.0,has_gene
19388,metformin,5564.0,has_gene
19389,metformin,3845.0,has_gene
19390,metformin,53632.0,has_gene
19391,metformin,80704.0,has_gene
19392,metformin,4893.0,has_gene
19393,metformin,5465.0,has_gene
19394,metformin,57094.0,has_gene
19395,metformin,51422.0,has_gene
19396,metformin,53632.0,has_gene
19397,metformin,5565.0,has_gene
19398,metformin,6581.0,has_gene
19399,metformin,6928.0,has_gene
19400,metformin,6514.0,has_gene
19401,metformin,5571.0,has_gene
19402,metformin,26960.0,has_gene
19403,metformin,3845.0,has_gene
19404,metformin,3767.0,has_gene
19405,metformin,26121.0,has_gene
19406,metformin,5565.0,has_gene
19407,metformin,5290.0,has_gene
19408,metformin,5562.0,has_gene
19409,metformin,6667.0,has_gene
19410,metformin,5564.0,has_gene
19411,metformin,8856.0,has_gene
19412,metformin,2064.0,has_gene
19413,metformin,3265.0,has_gene
19414,nevirapine,4363.0,has_gene
19415,nevirapine,1576.0,has_gene
19416,nevirapine,10758.0,has_gene
19417,nevirapine,1557.0,has_gene
19418,nevirapine,10622.0,has_gene
19419,nevirapine,8856.0,has_gene
19420,nevirapine,5243.0,has_gene
19421,nevirapine,5243.0,has_gene
19422,nevirapine,1577.0,has_gene
19423,nevirapine,6941.0,has_gene
19424,nevirapine,338.0,has_gene
19425,nevirapine,10866.0,has_gene
19426,nevirapine,1565.0,has_gene
19427,nevirapine,1555.0,has_gene
19428,nevirapine,9429.0,has_gene
19429,nevirapine,1559.0,has_gene
19430,nevirapine,9370.0,has_gene
19431,nevirapine,54535.0,has_gene
19432,nevirapine,1557.0,has_gene
19433,nevirapine,1576.0,has_gene
19434,nevirapine,3119.0,has_gene
19435,nevirapine,1544.0,has_gene
19436,nevirapine,360158.0,has_gene
19437,nevirapine,1555.0,has_gene
19438,nevirapine,89845.0,has_gene
19439,nevirapine,1244.0,has_gene
19440,nevirapine,1565.0,has_gene
19441,nevirapine,8714.0,has_gene
19442,nevirapine,1559.0,has_gene
19443,exemestane,5241.0,has_gene
19444,exemestane,2099.0,has_gene
19445,exemestane,1588.0,has_gene
19446,exemestane,58508.0,has_gene
19447,exemestane,1588.0,has_gene
19448,exemestane,4780.0,has_gene
19449,exemestane,8644.0,has_gene
19450,exemestane,1588.0,has_gene
19451,exemestane,5241.0,has_gene
19452,exemestane,1588.0,has_gene
19453,exemestane,1109.0,has_gene
19454,exemestane,81027.0,has_gene
19455,exemestane,1588.0,has_gene
19456,exemestane,632.0,has_gene
19457,exemestane,2100.0,has_gene
19458,exemestane,1545.0,has_gene
19459,exemestane,367.0,has_gene
19460,exemestane,2064.0,has_gene
19461,exemestane,2099.0,has_gene
19462,exemestane,9448.0,has_gene
19463,exemestane,1588.0,has_gene
19464,levetiracetam,6323.0,has_gene
19465,levetiracetam,9900.0,has_gene
19466,levetiracetam,774.0,has_gene
19467,levetiracetam,9900.0,has_gene
19468,levetiracetam,5243.0,has_gene
19469,levetiracetam,3105.0,has_gene
19470,levetiracetam,9900.0,has_gene
19471,levetiracetam,3359.0,has_gene
19472,levetiracetam,759.0,has_gene
19473,levetiracetam,774.0,has_gene
19474,amiloride,9311.0,has_gene
19475,amiloride,10919.0,has_gene
19476,amiloride,41.0,has_gene
19477,amiloride,41.0,has_gene
19478,amiloride,57113.0,has_gene
19479,amiloride,6339.0,has_gene
19480,amiloride,3028.0,has_gene
19481,amiloride,6553.0,has_gene
19482,amiloride,6338.0,has_gene
19483,amiloride,6340.0,has_gene
19484,amiloride,6338.0,has_gene
19485,amiloride,6337.0,has_gene
19486,amiloride,6339.0,has_gene
19487,amiloride,6340.0,has_gene
19488,amiloride,6338.0,has_gene
19489,amiloride,6337.0,has_gene
19490,amiloride,6337.0,has_gene
19491,amiloride,51393.0,has_gene
19492,amiloride,6340.0,has_gene
19493,amiloride,1579.0,has_gene
19494,amiloride,40.0,has_gene
19495,amiloride,9033.0,has_gene
19496,glipizide,3767.0,has_gene
19497,glipizide,6833.0,has_gene
19498,glipizide,3767.0,has_gene
19499,glipizide,6517.0,has_gene
19500,glipizide,2539.0,has_gene
19501,glipizide,3758.0,has_gene
19502,glipizide,2539.0,has_gene
19503,glipizide,3766.0,has_gene
19504,glipizide,3758.0,has_gene
19505,glipizide,1559.0,has_gene
19506,dyphylline,5142.0,has_gene
19507,dyphylline,27115.0,has_gene
19508,dyphylline,5150.0,has_gene
19509,dyphylline,5141.0,has_gene
19510,dyphylline,5150.0,has_gene
19511,dyphylline,5143.0,has_gene
19512,dyphylline,27115.0,has_gene
19513,dyphylline,5142.0,has_gene
19514,dyphylline,5139.0,has_gene
19515,dyphylline,5144.0,has_gene
19516,dyphylline,5144.0,has_gene
19517,dyphylline,5143.0,has_gene
19518,dyphylline,5141.0,has_gene
19519,dyphylline,5141.0,has_gene
19520,dyphylline,5142.0,has_gene
19521,dyphylline,5144.0,has_gene
19522,dyphylline,5141.0,has_gene
19523,dyphylline,5143.0,has_gene
19524,fluvastatin,6720.0,has_gene
19525,fluvastatin,3123.0,has_gene
19526,fluvastatin,3156.0,has_gene
19527,fluvastatin,8856.0,has_gene
19528,fluvastatin,3156.0,has_gene
19529,fluvastatin,3156.0,has_gene
19530,fluvastatin,1576.0,has_gene
19531,fluvastatin,5243.0,has_gene
19532,fluvastatin,7364.0,has_gene
19533,fluvastatin,1558.0,has_gene
19534,fluvastatin,3990.0,has_gene
19535,fluvastatin,1071.0,has_gene
19536,fluvastatin,28234.0,has_gene
19537,fluvastatin,1636.0,has_gene
19538,fluvastatin,3156.0,has_gene
19539,fluvastatin,11309.0,has_gene
19540,fluvastatin,54658.0,has_gene
19541,fluvastatin,1557.0,has_gene
19542,fluvastatin,348.0,has_gene
19543,fluvastatin,9429.0,has_gene
19544,fluvastatin,6564.0,has_gene
19545,fluvastatin,1565.0,has_gene
19546,fluvastatin,3156.0,has_gene
19547,fluvastatin,54659.0,has_gene
19548,fluvastatin,1577.0,has_gene
19549,cinacalcet,51053.0,has_gene
19550,cinacalcet,846.0,has_gene
19551,cinacalcet,846.0,has_gene
19552,cinacalcet,846.0,has_gene
19553,cinacalcet,846.0,has_gene
19554,urokinase,5340.0,has_gene
19555,urokinase,5329.0,has_gene
19556,urokinase,5055.0,has_gene
19557,urokinase,5054.0,has_gene
19558,urokinase,5328.0,has_gene
19559,urokinase,5328.0,has_gene
19560,urokinase,5327.0,has_gene
19561,urokinase,5340.0,has_gene
19562,urokinase,5340.0,has_gene
19563,efavirenz,10.0,has_gene
19564,efavirenz,9970.0,has_gene
19565,efavirenz,3123.0,has_gene
19566,efavirenz,1557.0,has_gene
19567,efavirenz,9429.0,has_gene
19568,efavirenz,54658.0,has_gene
19569,efavirenz,3586.0,has_gene
19570,efavirenz,367.0,has_gene
19571,efavirenz,1576.0,has_gene
19572,efavirenz,1244.0,has_gene
19573,efavirenz,8856.0,has_gene
19574,efavirenz,387129.0,has_gene
19575,efavirenz,1244.0,has_gene
19576,efavirenz,9429.0,has_gene
19577,efavirenz,7364.0,has_gene
19578,efavirenz,1555.0,has_gene
19579,efavirenz,1555.0,has_gene
19580,efavirenz,5243.0,has_gene
19581,efavirenz,1577.0,has_gene
19582,efavirenz,3356.0,has_gene
19583,efavirenz,4780.0,has_gene
19584,efavirenz,1576.0,has_gene
19585,efavirenz,4363.0,has_gene
19586,efavirenz,5243.0,has_gene
19587,efavirenz,3172.0,has_gene
19588,efavirenz,1576.0,has_gene
19589,efavirenz,8714.0,has_gene
19590,deferoxamine,7052.0,has_gene
19591,deferoxamine,4780.0,has_gene
19592,deferoxamine,5243.0,has_gene
19593,deferoxamine,4313.0,has_gene
19594,deferoxamine,3091.0,has_gene
19595,deferoxamine,7490.0,has_gene
19596,deferoxamine,1906.0,has_gene
19597,deferoxamine,1649.0,has_gene
19598,deferoxamine,7321.0,has_gene
19599,deferoxamine,2597.0,has_gene
19600,deferoxamine,4321.0,has_gene
19601,deferoxamine,3308.0,has_gene
19602,deferoxamine,4760.0,has_gene
19603,deferoxamine,2920.0,has_gene
19604,theophylline,5140.0,has_gene
19605,theophylline,136.0,has_gene
19606,theophylline,135.0,has_gene
19607,theophylline,5142.0,has_gene
19608,theophylline,5139.0,has_gene
19609,theophylline,5141.0,has_gene
19610,theophylline,136.0,has_gene
19611,theophylline,1576.0,has_gene
19612,theophylline,5141.0,has_gene
19613,theophylline,4353.0,has_gene
19614,theophylline,1571.0,has_gene
19615,theophylline,5139.0,has_gene
19616,theophylline,5142.0,has_gene
19617,theophylline,136.0,has_gene
19618,theophylline,9261.0,has_gene
19619,theophylline,136.0,has_gene
19620,theophylline,134.0,has_gene
19621,theophylline,5141.0,has_gene
19622,theophylline,134.0,has_gene
19623,theophylline,134.0,has_gene
19624,theophylline,4842.0,has_gene
